district,is_incumbent,name,party,percent,state,votes,won,year,count_victories,unemployement_rate,is_presidential_year,president_can_be_re_elected,president_party,president_overall_avg_job_approval,last_D_house_seats,last_R_house_seats,last_house_majority,fundraising
District 13,1.0,Pete Stark ,D,71.2,California,101671,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,704372.2957142862
District 14,0.0,Chris Haugen,R,28.44,California,53719,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,569364.4644444439
District 13,0.0,James R. Goetz,R,26.65,California,38050,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,704372.2957142863
District 12,1.0,Nydia Velazquez,D,83.6,New York,53269,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1081166.9571428571
District 12,0.0,Rosemary Markgraf,R,11.6,New York,7405,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1081166.9571428571
District 7,1.0,Mike McIntyre,D,91.25,North Carolina,124366,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,983194.4060000001
District 3,1.0,Rosa DeLauro ,D,71.0,Connecticut,109726,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,653661.6855555555
District 7,1.0,Roy Blunt ,R,72.6,Missouri,129746,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,717307.9077777778
District 7,0.0,Marc Perkel,D,24.3,Missouri,43146,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,717307.9077777778
District 25,1.0,Buck McKeon ,R,74.67,California,114013,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1205441.2471428579
District 16,1.0,Zoe Lofgren ,D,72.82,California,85503,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,800036.2899999995
District 47,0.0,Christina Avalos,D,29.51,California,57938,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,922576.3388888888
District 1,0.0,Steve Beierlein,D,30.42,Utah,49307,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,251404.48400000005
District 22,0.0,Jean P. Bordewich,D,42.1,New York,81296,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,938808.2322222223
District 11,1.0,Richard Pombo ,R,61.43,California,95496,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,793734.6049999987
District 2,0.0,Carol J. Douglass,R,24.25,Hawaii,50423,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,370842.61000000004
District 2,1.0,Patsy Mink ,D,69.4,Hawaii,144254,1,1998,6,4.5,0.0,0.0,D,0.551,206.0,228.0,R,370842.61000000004
District 19,0.0,Paul Barile,D,20.61,California,34044,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,551542.6918181817
District 19,1.0,George Radanovich ,R,79.39,California,131105,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,551542.6918181818
District 51,0.0,Dan Kripke,D,34.66,California,71706,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,478224.13500000007
District 11,0.0,Robert L. Figueroa,D,36.25,California,56345,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,793734.6049999987
At-Large,0.0,Mark Candon,R,32.88,Vermont,70740,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1032117.8367059228
District 6,1.0,Roscoe Bartlett ,R,63.42,Maryland,127802,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,3225590.817142857
District 35,1.0,Maxine Waters ,D,89.32,California,92762,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,335672.906
District 6,0.0,Timothy D. McCown,D,36.58,Maryland,73728,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,3225590.8171428563
District 1,1.0,Neil Abercrombie ,D,61.56,Hawaii,116693,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,822594.9157142859
District 2,0.0,E. Shirley Baca,D,42.07,New Mexico,61796,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,903986.4983333335
District 5,0.0,Ken Alford,D,25.95,Colorado,55609,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,74882.60666666667
District 2,1.0,Joe Skeen ,R,57.93,New Mexico,85077,1,1998,9,4.5,0.0,0.0,D,0.551,206.0,228.0,R,903986.4983333336
District 6,0.0,Gregory Meeks,D,100.0,New York,76122,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,734604.6687500001
District 1,0.0,Gene Ward,R,36.34,Hawaii,68905,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,822594.9157142859
District 6,0.0,Ken McAuliffe,R,29.7,California,69295,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,501131.5380000004
District 6,1.0,Lynn Woolsey ,D,68.0,California,158446,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,501131.5380000004
District 45,1.0,Dana Rohrabacher ,R,58.65,California,94296,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1523840.5580000002
District 8,1.0,Nancy Pelosi ,D,85.83,California,148027,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,928288.9644444439
District 2,1.0,Owen B. Pickett ,D,94.29,Virginia,67975,1,1998,5,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1613971.75
District 45,0.0,Patricia W. Neal,D,37.33,California,60022,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1523840.558
At-Large,0.0,Rick Hill,R,53.01,Montana,175748,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1032117.8367059226
District 5,1.0,Gary Ackerman,D,65.0,New York,97404,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,613153.54625
District 8,0.0,David J. Martz,R,12.05,California,20781,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,928288.9644444439
At-Large,0.0,Dusty Deschamps,D,44.36,Montana,147073,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1032117.8367059226
District 1,0.0,Molly Bordonaro,R,47.11,Oregon,112827,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1129481.3185714288
District 2,1.0,Jim Gibbons ,R,81.05,Nevada,201623,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,282176.2599999999
District 10,0.0,Ernestine M. Brown,R,6.2,New York,5577,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,866388.8949999999
District 10,1.0,Edolphus Towns,D,92.3,New York,83528,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,866388.8949999999
District 51,1.0,Duke Cunningham ,R,61.02,California,126229,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,478224.13500000007
District 5,0.0,David C. Pinzon,R,33.1,New York,49586,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,613153.54625
District 46,0.0,Bob Dornan,R,39.28,California,33388,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,652512.9333333333
District 14,0.0,Loy Sneary,D,44.5,Texas,68014,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,569214.2500000001
District 46,1.0,Loretta Sanchez ,D,56.43,California,47964,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,652512.9333333333
District 5,0.0,Robert Dinsmore,R,26.02,California,47307,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1013831.9962500018
District 5,1.0,Robert Matsui ,D,71.89,California,130715,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1013831.996250002
District 26,1.0,Howard Berman ,D,82.47,California,69000,1,1998,7,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1669135.1049999997
District 22,1.0,Lois Capps ,D,55.09,California,111388,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,2100364.314444448
District 22,0.0,Tom J. Bordonaro Jr.,R,42.99,California,86921,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,2100364.314444448
District 22,0.0,John E. Sweeney,R,55.3,New York,106919,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,938808.2322222223
District 30,1.0,Xavier Becerra ,D,81.25,California,58230,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1385728.6355555565
District 17,1.0,Sam Farr ,D,64.55,California,103719,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1340101.3583333343
District 40,0.0,"Robert ""Bob"" Conaway",D,31.9,California,47897,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,305434.6328571429
District 40,1.0,Jerry Lewis ,R,64.88,California,97406,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,305434.6328571429
District 17,0.0,Bill McCampbell,R,32.65,California,52470,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1340101.3583333343
District 14,1.0,Ron Paul ,R,55.3,Texas,84459,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,569214.2500000001
District 5,0.0,David E. Coleman,R,29.25,Massachusetts,52725,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,655038.7939999999
District 30,0.0,Patricia Parker,R,18.75,California,13441,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1385728.6355555565
District 38,0.0,Margherita Underhill ,R,0.01,California,17,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,617506.7755555552
District 2,1.0,Richard Neal ,D,98.95,Massachusetts,130550,1,1998,4,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1163023.2399999998
District 38,0.0,Peter Mathews,D,44.31,California,71627,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,617506.7755555552
District 38,1.0,Steve Horn ,R,52.93,California,88136,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,617506.7755555551
District 34,0.0,Grace Napolitano,D,67.63,California,76471,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,830666.8318181819
District 34,0.0,Ed Perez,R,28.58,California,32321,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,830666.8318181819
District 5,1.0,Marty Meehan,D,70.7,Massachusetts,127418,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,655038.7939999999
District 4,1.0,Peter DeFazio,D,70.12,Oregon,157524,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,982378.6369999998
District 4,0.0,Steve J. Webb,R,28.55,Oregon,64143,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,982378.637
District 6,1.0,Pat Danner ,D,70.9,Missouri,136774,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,25660.35
District 6,0.0,Jeff Bailey,R,26.8,Missouri,51679,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,25660.349999999995
District 2,0.0,Stephen F. Scott ,D,0.01,California,20,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,622395.875
District 1,0.0,David Wu,D,50.1,Oregon,119993,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1129481.3185714288
District 3,1.0,Chris Cannon ,R,76.9,Utah,100830,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,544441.6545454545
District 2,0.0,Lily Eskelsen,D,43.46,Utah,77198,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,502919.78875000024
District 4,0.0,John B. Kimble,R,14.28,Maryland,21518,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,409884.075
District 4,1.0,Al Wynn ,D,85.72,Maryland,129139,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,409884.07499999995
District 4,0.0,Susan Kirkpatrick,D,40.66,Colorado,89973,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1199611.9733333304
District 2,1.0,Merrill Cook ,R,52.76,Utah,93718,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,502919.78875000024
District 18,1.0,Gary Condit ,D,86.79,California,118842,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,690045.4450000003
District 23,1.0,Sherwood Boehlert,R,80.8,New York,111242,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1973257.5075
District 15,0.0,David E. Cunningham,R,5.8,New York,5633,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,501554.79125
District 15,1.0,Charles B. Rangel,D,93.1,New York,90424,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,501554.79125
District 29,0.0,Mike Gottlieb,R,22.62,California,40282,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,862529.6049999997
District 29,1.0,Henry Waxman ,D,73.87,California,131561,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,862529.6049999996
District 36,0.0,Steven T. Kuykendall,R,48.89,California,88843,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1679062.655833333
District 36,0.0,Janice Hahn,D,46.57,California,84624,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1679062.655833333
District 41,0.0,Gary Miller,R,53.2,California,68310,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,729769.1870000002
District 8,0.0,Demaris H. Miller,R,33.1,Virginia,48352,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,483629.61400000006
District 8,1.0,Jim Moran ,D,66.7,Virginia,97545,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,483629.61400000006
District 7,0.0,Norman H. Reece,R,23.33,California,38290,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,2207988.0355555513
District 7,1.0,George Miller ,D,76.67,California,125842,1,1998,11,4.5,0.0,0.0,D,0.551,206.0,228.0,R,2207988.0355555513
District 41,0.0,Eileen R. Ansari,D,40.7,California,52264,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,729769.1870000002
District 3,1.0,Peter T. King,R,64.3,New York,117258,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1297302.14875
District 3,0.0,Kevin N. Langberg,D,34.9,New York,63628,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1297302.14875
District 1,0.0,John B. Larson,D,58.0,Connecticut,97681,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1339838.6728571428
District 1,0.0,Kevin O'Connor,R,41.0,Connecticut,69668,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1339838.6728571428
District 5,1.0,Joel Hefley ,R,72.71,Colorado,155790,1,1998,5,4.5,0.0,0.0,D,0.551,206.0,228.0,R,74882.60666666667
District 1,1.0,James V. Hansen ,R,67.69,Utah,109708,1,1998,8,4.5,0.0,0.0,D,0.551,206.0,228.0,R,251404.48400000008
District 3,1.0,Earl Blumenauer,D,83.64,Oregon,153889,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,910314.3942857143
District 2,0.0,Jonathan Reisman,R,23.8,Maine,45674,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,2000017.318750001
District 2,1.0,John Baldacci ,D,76.2,Maine,146202,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,2000017.318750001
District 14,1.0,Carolyn B. Maloney,D,77.4,New York,111072,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1605510.625
District 14,0.0,Stephanie E. Kupferman,R,22.6,New York,32458,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1605510.625
District 27,1.0,Jim Rogan ,R,50.73,California,80702,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,776347.7600000004
District 27,0.0,Barry A. Gordon,D,46.44,California,73875,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,776347.7600000002
District 4,1.0,Bob Schaffer ,R,59.34,Colorado,131318,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1199611.9733333304
District 8,0.0,Ralph G. Neas,D,39.66,Maryland,87497,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,153067.26666666663
District 28,0.0,Janice M. Nelson,D,39.26,California,61721,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1091623.9922222218
District 28,1.0,David Dreier ,R,57.64,California,90607,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1091623.9922222218
District 2,0.0,Greg Walden,R,61.48,Oregon,132316,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1791781.542222222
District 2,0.0,"Roberts ""Rob"" Braden",D,34.5,California,70837,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,622395.875
District 2,1.0,Samuel Gejdenson ,D,61.0,Connecticut,99567,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,794458.4044444445
District 2,1.0,Wally Herger ,R,62.5,California,128372,1,1998,5,4.5,0.0,0.0,D,0.551,206.0,228.0,R,622395.875
District 2,0.0,Kevin M. Campbell,D,34.81,Oregon,74924,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1791781.542222222
District 52,1.0,Duncan Hunter ,R,75.7,California,116251,1,1998,3,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1822401.5980000002
District 24,0.0,Randy Hoffman,R,38.49,California,69501,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1740883.1089999988
District 52,0.0,Bill Warren ,R,0.0,California,4,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1822401.598
District 24,1.0,Brad Sherman ,D,57.31,California,103491,1,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1740883.1089999988
District 8,1.0,Connie Morella ,R,60.34,Maryland,133145,1,1998,5,4.5,0.0,0.0,D,0.551,206.0,228.0,R,153067.26666666663
District 1,0.0,William G. Holst,D,35.9,New York,55630,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,3126605.7216666667
District 2,0.0,Gary M. Koval,R,35.0,Connecticut,57860,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,794458.4044444445
District 3,1.0,Scott McInnis ,R,66.0,Colorado,156501,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1384411.3222222212
District 33,1.0,Lucille Roybal-Allard ,D,87.19,California,43310,1,1998,2,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1157479.775555556
District 3,0.0,Robert Reed Kelley,D,32.0,Colorado,74479,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1384411.3222222212
District 33,0.0,Wayne Miller,R,12.81,California,6364,0,1998,0,4.5,0.0,0.0,D,0.551,206.0,228.0,R,1157479.775555556
District 1,1.0,Michael P. Forbes ,R,64.1,New York,99460,1,1998,1,4.5,0.0,0.0,D,0.551,206.0,228.0,R,3126605.721666666
District 18,0.0,Steve R. Wilson,R,31.3,California,56465,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,690045.4450000003
District 22,1.0,"E. Clay Shaw, Jr.",R,50.14,Florida,105855,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2179089.5
District 8,0.0,Marian S. Henry,R,14.6,New York,27057,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,908014.7385714286
District 20,1.0,Benjamin A. Gilman,R,57.6,New York,136016,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1591323.4333333333
District 3,0.0,Lisa L. Lutz,R,32.82,New Mexico,65979,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,827638.2722222223
District 3,1.0,Tom Udall ,D,67.18,New Mexico,135040,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,827638.2722222224
District 22,0.0,Elaine Bloom,D,49.86,Florida,105256,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2179089.4999999995
District 7,0.0,Rose Robles Birtley,R,22.5,New York,24592,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,379818.01714285713
District 18,1.0,Gary Condit ,D,67.2,California,118842,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,690045.4450000003
District 1,0.0,Jon Porter,R,44.18,Nevada,101276,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,497195.50624999986
District 2,0.0,Tierney Cahill,D,29.88,Nevada,106379,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,282176.2599999999
District 2,1.0,Jim Gibbons ,R,64.5,Nevada,229608,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,282176.2599999999
District 17,0.0,Clint Engler,R,24.7,California,51557,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1340101.3583333343
District 17,1.0,Sam Farr ,D,68.7,California,143219,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1340101.3583333343
District 7,1.0,Joseph Crowley,D,71.5,New York,78207,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,379818.0171428571
District 2,1.0,Richard Neal ,D,98.91,Massachusetts,196670,1,2000,5,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1163023.24
District 8,1.0,Jerrold Nadler,D,81.2,New York,150273,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,908014.7385714286
District 27,1.0,Jim Rogan ,R,43.9,California,94518,0,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,776347.7600000002
District 20,0.0,Paul J. Feiner,D,40.1,New York,94646,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1591323.4333333333
District 2,1.0,Patsy Mink ,D,61.59,Hawaii,112856,1,2000,7,3.9,1.0,1.0,R,0.494,211.0,223.0,R,370842.61000000004
District 27,0.0,Adam Schiff,D,52.7,California,113708,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,776347.7600000002
District 1,1.0,Neil Abercrombie ,D,69.03,Hawaii,108517,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,822594.9157142859
District 1,0.0,Phil Meyers,R,28.62,Hawaii,44989,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,822594.9157142859
District 2,0.0,Russ Francis,R,35.97,Hawaii,65906,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,370842.61
District 13,1.0,Vito Fossella,R,64.6,New York,109806,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1180919.8457142857
District 46,0.0,Gloria Matta Tuchman,R,35.0,California,40928,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,652512.9333333332
District 5,1.0,Joel Hefley ,R,82.7,Colorado,253330,1,2000,6,3.9,1.0,1.0,R,0.494,211.0,223.0,R,74882.60666666667
District 17,1.0,Eliot L. Engel,D,89.7,New York,115093,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1537416.2759999998
District 14,1.0,Anna Eshoo ,D,70.3,California,161720,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,569364.4644444439
District 5,1.0,Steny Hoyer ,D,65.09,Maryland,166231,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2833251.1914285715
District 1,0.0,John J. Kelly,D,43.25,New Mexico,92187,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1267863.3971428575
District 1,0.0,Regina Seltzer,D,40.6,New York,97299,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,3126605.7216666667
District 1,0.0,Felix Grucci,R,55.5,New York,133020,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,3126605.7216666667
District 8,0.0,Terry Lierman,D,45.54,Maryland,136840,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,153067.26666666663
District 44,0.0,Ron Oden,D,38.0,California,79302,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,993042.7300000003
District 8,1.0,Connie Morella ,R,52.0,Maryland,156241,1,2000,6,3.9,1.0,1.0,R,0.494,211.0,223.0,R,153067.26666666663
District 44,1.0,Mary Bono ,R,59.2,California,123738,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,993042.7300000003
District 49,0.0,Susan Davis,D,49.7,California,113400,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1698367.876666667
District 49,1.0,Brian Bilbray ,R,46.2,California,105515,0,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1698367.8766666667
District 3,1.0,Scott McInnis ,R,66.0,Colorado,199204,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1384411.3222222212
District 5,0.0,Thomas E. Hutchins,R,34.89,Maryland,89109,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,2833251.191428571
District 3,0.0,Curtis Imrie,D,29.0,Colorado,87921,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1384411.3222222212
District 25,0.0,Francis J. Gavin,D,29.3,New York,64533,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1194327.631111111
District 2,0.0,Jim Matheson,D,55.86,Utah,145021,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,502919.78875000024
District 2,1.0,Greg Walden,R,73.63,Oregon,220086,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1791781.5422222218
District 2,0.0,Derek W. Smith,R,41.26,Utah,107114,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,502919.78875000024
District 2,0.0,Walter Ponsford,D,26.13,Oregon,78101,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1791781.5422222223
District 41,1.0,Gary Miller ,R,59.0,California,104695,1,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,729769.1870000002
District 41,0.0,Rodolfo G. Favila,D,37.4,California,66361,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,729769.1870000002
District 1,1.0,James V. Hansen ,R,68.98,Utah,180591,1,2000,9,3.9,1.0,1.0,R,0.494,211.0,223.0,R,251404.48400000008
District 43,1.0,Ken Calvert ,R,73.66,California,140201,1,2000,3,3.9,1.0,1.0,R,0.494,211.0,223.0,R,417061.14399999985
District 1,0.0,Kathleen McConkie Collinwood,D,27.21,Utah,71229,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,251404.48400000008
District 47,1.0,Chris Cox ,R,65.7,California,181365,1,2000,4,3.9,1.0,1.0,R,0.494,211.0,223.0,R,922576.3388888888
District 47,0.0,John Graham,D,30.1,California,83186,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,922576.3388888888
District 25,1.0,James T. Walsh,R,69.0,New York,151880,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1194327.631111111
District 46,1.0,Loretta Sanchez ,D,60.3,California,70381,1,2000,1,3.9,1.0,1.0,R,0.494,211.0,223.0,R,652512.9333333332
District 14,0.0,Bill Quraishi,R,25.8,California,59338,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,569364.4644444438
District 11,0.0,Susan Cleary,R,6.5,New York,8406,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1321063.2299999997
District 17,0.0,Patrick McManus,R,10.3,New York,13201,0,2000,0,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1537416.2759999998
District 11,1.0,Major Owens,D,87.0,New York,112050,1,2000,2,3.9,1.0,1.0,R,0.494,211.0,223.0,R,1321063.23
