request,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,General_Party:token,General_Party:id,General_Party,#_of_Records,Total_$
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IL&y=2013&c-t-p=1,s,IL,IL,y,2013,2013,c-t-p,1,Democratic,403,564651.32
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=FL&y=2012&c-t-p=3,s,FL,FL,y,2012,2012,c-t-p,3,Third-Party,453,539223.10
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WY&y=2010&c-t-p=2,s,WY,WY,y,2010,2010,c-t-p,2,Republican,826,538748.48
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2018&c-t-p=1,s,OK,OK,y,2018,2018,c-t-p,1,Democratic,1159,509911.16
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2010&c-t-p=1,s,MT,MT,y,2010,2010,c-t-p,1,Democratic,2260,485115.05
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2016&c-t-p=1,s,SD,SD,y,2016,2016,c-t-p,1,Democratic,1578,468379.57
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2010&c-t-p=3,s,CA,CA,y,2010,2010,c-t-p,3,Third-Party,462,461916.32
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MI&y=2012&c-t-p=3,s,MI,MI,y,2012,2012,c-t-p,3,Third-Party,146,443266.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2018&c-t-p=1,s,SD,SD,y,2018,2018,c-t-p,1,Democratic,669,441241.71
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WY&y=2014&c-t-p=2,s,WY,WY,y,2014,2014,c-t-p,2,Republican,349,432539.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ID&y=2012&c-t-p=1,s,ID,ID,y,2012,2012,c-t-p,1,Democratic,702,428464.10
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=FL&y=2018&c-t-p=3,s,FL,FL,y,2018,2018,c-t-p,3,Third-Party,1709,411241.01
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2016&c-t-p=2,s,MA,MA,y,2016,2016,c-t-p,2,Republican,649,391706.14
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TX&y=2010&c-t-p=3,s,TX,TX,y,2010,2010,c-t-p,3,Third-Party,149,376455.72
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2012&c-t-p=3,s,CO,CO,y,2012,2012,c-t-p,3,Third-Party,415,367543.45
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=FL&y=2014&c-t-p=3,s,FL,FL,y,2014,2014,c-t-p,3,Third-Party,289,356506.62
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2010&c-t-p=3,s,NY,NY,y,2010,2010,c-t-p,3,Third-Party,585,355918.21
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ID&y=2014&c-t-p=1,s,ID,ID,y,2014,2014,c-t-p,1,Democratic,626,339820.42
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ID&y=2016&c-t-p=1,s,ID,ID,y,2016,2016,c-t-p,1,Democratic,433,336165.30
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CT&y=2016&c-t-p=2,s,CT,CT,y,2016,2016,c-t-p,2,Republican,472,326415.37
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=LA&y=2013&c-t-p=1,s,LA,LA,y,2013,2013,c-t-p,1,Democratic,229,276900.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2014&c-t-p=1,s,OK,OK,y,2014,2014,c-t-p,1,Democratic,457,272771.51
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2013&c-t-p=1,s,MO,MO,y,2013,2013,c-t-p,1,Democratic,375,271068.89
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2012&c-t-p=1,s,KS,KS,y,2012,2012,c-t-p,1,Democratic,1458,263266.04
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2015&c-t-p=1,s,NY,NY,y,2015,2015,c-t-p,1,Democratic,270,249168.50
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TN&y=2010&c-t-p=3,s,TN,TN,y,2010,2010,c-t-p,3,Third-Party,311,239332.80
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2014&c-t-p=1,s,AK,AK,y,2014,2014,c-t-p,1,Democratic,566,236670.12
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2010&c-t-p=1,s,AK,AK,y,2010,2010,c-t-p,1,Democratic,446,234568.99
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ND&y=2016&c-t-p=1,s,ND,ND,y,2016,2016,c-t-p,1,Democratic,202,225824.97
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2012&c-t-p=3,s,NY,NY,y,2012,2012,c-t-p,3,Third-Party,290,219963.13
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MN&y=2010&c-t-p=3,s,MN,MN,y,2010,2010,c-t-p,3,Third-Party,314,219821.27
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=DE&y=2016&c-t-p=2,s,DE,DE,y,2016,2016,c-t-p,2,Republican,532,219043.57
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=DE&y=2012&c-t-p=2,s,DE,DE,y,2012,2012,c-t-p,2,Republican,317,219025.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WA&y=2016&c-t-p=3,s,WA,WA,y,2016,2016,c-t-p,3,Third-Party,65,202424.67
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WY&y=2016&c-t-p=1,s,WY,WY,y,2016,2016,c-t-p,1,Democratic,207,196513.68
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2018&c-t-p=1,s,AK,AK,y,2018,2018,c-t-p,1,Democratic,93,190924.57
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VA&y=2010&c-t-p=3,s,VA,VA,y,2010,2010,c-t-p,3,Third-Party,201,181824.13
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OH&y=2010&c-t-p=3,s,OH,OH,y,2010,2010,c-t-p,3,Third-Party,147,179959.87
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=PA&y=2014&c-t-p=3,s,PA,PA,y,2014,2014,c-t-p,3,Third-Party,266,167214.95
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SD&y=2014&c-t-p=1,s,SD,SD,y,2014,2014,c-t-p,1,Democratic,221,159359.62
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2010&c-t-p=3,s,MA,MA,y,2010,2010,c-t-p,3,Third-Party,203,150094.91
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MI&y=2010&c-t-p=3,s,MI,MI,y,2010,2010,c-t-p,3,Third-Party,265,147074.91
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2016&c-t-p=1,s,OK,OK,y,2016,2016,c-t-p,1,Democratic,232,136558.26
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2018&c-t-p=3,s,CA,CA,y,2018,2018,c-t-p,3,Third-Party,193,124701.45
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2013&c-t-p=2,s,MA,MA,y,2013,2013,c-t-p,2,Republican,461,119453.08
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2011&c-t-p=3,s,CA,CA,y,2011,2011,c-t-p,3,Third-Party,23,114147.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2016&c-t-p=2,s,RI,RI,y,2016,2016,c-t-p,2,Republican,216,104966.21
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2010&c-t-p=3,s,SC,SC,y,2010,2010,c-t-p,3,Third-Party,84,102860.84
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2016&c-t-p=3,s,WV,WV,y,2016,2016,c-t-p,3,Third-Party,68,101355.46
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2018&c-t-p=2,s,HI,HI,y,2018,2018,c-t-p,2,Republican,98,100979.42
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2016&c-t-p=3,s,CA,CA,y,2016,2016,c-t-p,3,Third-Party,172,99182.34
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ND&y=2010&c-t-p=3,s,ND,ND,y,2010,2010,c-t-p,3,Third-Party,132,98212.26
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2016&c-t-p=3,s,MA,MA,y,2016,2016,c-t-p,3,Third-Party,116,89214.50
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2017&c-t-p=3,s,CA,CA,y,2017,2017,c-t-p,3,Third-Party,94,87836.11
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2014&c-t-p=3,s,UT,UT,y,2014,2014,c-t-p,3,Third-Party,70,81649.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=FL&y=2016&c-t-p=3,s,FL,FL,y,2016,2016,c-t-p,3,Third-Party,71,81178.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WA&y=2014&c-t-p=3,s,WA,WA,y,2014,2014,c-t-p,3,Third-Party,66,78872.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AK&y=2012&c-t-p=1,s,AK,AK,y,2012,2012,c-t-p,1,Democratic,51,78634.92
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VT&y=2010&c-t-p=2,s,VT,VT,y,2010,2010,c-t-p,2,Republican,81,78142.98
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VA&y=2014&c-t-p=3,s,VA,VA,y,2014,2014,c-t-p,3,Third-Party,150,69808.53
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2018&c-t-p=3,s,NM,NM,y,2018,2018,c-t-p,3,Third-Party,105,69525.42
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WY&y=2010&c-t-p=1,s,WY,WY,y,2010,2010,c-t-p,1,Democratic,68,65708.80
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2010&c-t-p=3,s,CO,CO,y,2010,2010,c-t-p,3,Third-Party,65,65012.49
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2017&c-t-p=3,s,UT,UT,y,2017,2017,c-t-p,3,Third-Party,73,64357.15
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TX&y=2018&c-t-p=3,s,TX,TX,y,2018,2018,c-t-p,3,Third-Party,25,61250.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=PA&y=2010&c-t-p=5,s,PA,PA,y,2010,2010,c-t-p,5,Unknown,214,59213.67
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2014&c-t-p=3,s,MA,MA,y,2014,2014,c-t-p,3,Third-Party,37,58036.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2010&c-t-p=3,s,NE,NE,y,2010,2010,c-t-p,3,Third-Party,24,55063.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MD&y=2010&c-t-p=3,s,MD,MD,y,2010,2010,c-t-p,3,Third-Party,84,54921.16
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=RI&y=2014&c-t-p=2,s,RI,RI,y,2014,2014,c-t-p,2,Republican,83,53733.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2010&c-t-p=3,s,MS,MS,y,2010,2010,c-t-p,3,Third-Party,87,53074.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WA&y=2012&c-t-p=3,s,WA,WA,y,2012,2012,c-t-p,3,Third-Party,75,52429.84
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TX&y=2012&c-t-p=3,s,TX,TX,y,2012,2012,c-t-p,3,Third-Party,79,52153.38
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2016&c-t-p=2,s,HI,HI,y,2016,2016,c-t-p,2,Republican,70,42274.86
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WI&y=2016&c-t-p=3,s,WI,WI,y,2016,2016,c-t-p,3,Third-Party,62,38317.05
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VA&y=2012&c-t-p=3,s,VA,VA,y,2012,2012,c-t-p,3,Third-Party,129,38081.04
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OH&y=2016&c-t-p=3,s,OH,OH,y,2016,2016,c-t-p,3,Third-Party,34,37809.82
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IL&y=2012&c-t-p=3,s,IL,IL,y,2012,2012,c-t-p,3,Third-Party,194,34395.12
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2010&c-t-p=3,s,OK,OK,y,2010,2010,c-t-p,3,Third-Party,19,32522.04
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WY&y=2018&c-t-p=1,s,WY,WY,y,2018,2018,c-t-p,1,Democratic,9,32430.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NC&y=2014&c-t-p=3,s,NC,NC,y,2014,2014,c-t-p,3,Third-Party,34,29041.57
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2010&c-t-p=3,s,MO,MO,y,2010,2010,c-t-p,3,Third-Party,77,28840.63
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2014&c-t-p=3,s,AL,AL,y,2014,2014,c-t-p,3,Third-Party,51,27263.10
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2010&c-t-p=3,s,OR,OR,y,2010,2010,c-t-p,3,Third-Party,36,26859.99
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2016&c-t-p=3,s,NV,NV,y,2016,2016,c-t-p,3,Third-Party,40,26344.17
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IL&y=2009&c-t-p=2,s,IL,IL,y,2009,2009,c-t-p,2,Republican,25,26201.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AZ&y=2014&c-t-p=3,s,AZ,AZ,y,2014,2014,c-t-p,3,Third-Party,41,25760.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IN&y=2016&c-t-p=3,s,IN,IN,y,2016,2016,c-t-p,3,Third-Party,40,25651.43
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NJ&y=2010&c-t-p=3,s,NJ,NJ,y,2010,2010,c-t-p,3,Third-Party,48,24945.82
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2010&c-t-p=3,s,NH,NH,y,2010,2010,c-t-p,3,Third-Party,10,24890.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2016&c-t-p=1,s,AR,AR,y,2016,2016,c-t-p,1,Democratic,34,23659.52
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=PA&y=2012&c-t-p=3,s,PA,PA,y,2012,2012,c-t-p,3,Third-Party,33,22868.70
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IL&y=2013&c-t-p=2,s,IL,IL,y,2013,2013,c-t-p,2,Republican,24,22848.44
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TN&y=2012&c-t-p=3,s,TN,TN,y,2012,2012,c-t-p,3,Third-Party,55,22703.06
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WA&y=2010&c-t-p=3,s,WA,WA,y,2010,2010,c-t-p,3,Third-Party,67,22633.54
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2012&c-t-p=3,s,MS,MS,y,2012,2012,c-t-p,3,Third-Party,46,22558.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WI&y=2014&c-t-p=3,s,WI,WI,y,2014,2014,c-t-p,3,Third-Party,29,22258.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2014&c-t-p=3,s,CO,CO,y,2014,2014,c-t-p,3,Third-Party,63,22100.51
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2014&c-t-p=3,s,MS,MS,y,2014,2014,c-t-p,3,Third-Party,37,21947.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=DE&y=2014&c-t-p=2,s,DE,DE,y,2014,2014,c-t-p,2,Republican,20,21742.95
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NC&y=2016&c-t-p=3,s,NC,NC,y,2016,2016,c-t-p,3,Third-Party,22,21511.64
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IL&y=2014&c-t-p=3,s,IL,IL,y,2014,2014,c-t-p,3,Third-Party,87,21484.11
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2012&c-t-p=3,s,NV,NV,y,2012,2012,c-t-p,3,Third-Party,17,21452.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=LA&y=2014&c-t-p=3,s,LA,LA,y,2014,2014,c-t-p,3,Third-Party,43,20737.26
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2012&c-t-p=3,s,MA,MA,y,2012,2012,c-t-p,3,Third-Party,28,20385.48
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IN&y=2012&c-t-p=3,s,IN,IN,y,2012,2012,c-t-p,3,Third-Party,41,20040.42
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2014&c-t-p=3,s,IA,IA,y,2014,2014,c-t-p,3,Third-Party,110,19096.57
