request,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,General_Party:token,General_Party:id,General_Party,#_of_Records,Total_$
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2018&c-t-p=2,s,MO,MO,y,2018,2018,c-t-p,2,Republican,6534,10091525.48
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2014&c-t-p=1,s,IA,IA,y,2014,2014,c-t-p,1,Democratic,36271,10017823.22
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2012&c-t-p=2,s,MO,MO,y,2012,2012,c-t-p,2,Republican,10532,9934815.23
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2010&c-t-p=1,s,CO,CO,y,2010,2010,c-t-p,1,Democratic,14067,9816207.94
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WA&y=2014&c-t-p=1,s,WA,WA,y,2014,2014,c-t-p,1,Democratic,10759,9775678.93
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=GA&y=2018&c-t-p=1,s,GA,GA,y,2018,2018,c-t-p,1,Democratic,38937,9735029.05
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WA&y=2018&c-t-p=2,s,WA,WA,y,2018,2018,c-t-p,2,Republican,8758,9703810.30
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NJ&y=2012&c-t-p=2,s,NJ,NJ,y,2012,2012,c-t-p,2,Republican,8756,9685333.04
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2012&c-t-p=2,s,IA,IA,y,2012,2012,c-t-p,2,Republican,10036,9684567.55
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2016&c-t-p=1,s,CO,CO,y,2016,2016,c-t-p,1,Democratic,13381,9631090.25
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CT&y=2014&c-t-p=1,s,CT,CT,y,2014,2014,c-t-p,1,Democratic,10627,9586137.81
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CT&y=2012&c-t-p=2,s,CT,CT,y,2012,2012,c-t-p,2,Republican,6589,9578019.41
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2014&c-t-p=2,s,CO,CO,y,2014,2014,c-t-p,2,Republican,10078,9575050.96
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2012&c-t-p=1,s,IA,IA,y,2012,2012,c-t-p,1,Democratic,16341,9473744.85
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MN&y=2014&c-t-p=1,s,MN,MN,y,2014,2014,c-t-p,1,Democratic,13218,9419795.01
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2012&c-t-p=2,s,AL,AL,y,2012,2012,c-t-p,2,Republican,7479,9329027.34
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2012&c-t-p=1,s,CO,CO,y,2012,2012,c-t-p,1,Democratic,20174,9236843.02
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2012&c-t-p=2,s,KY,KY,y,2012,2012,c-t-p,2,Republican,8272,9231379.10
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WI&y=2012&c-t-p=1,s,WI,WI,y,2012,2012,c-t-p,1,Democratic,24435,9226426.50
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2016&c-t-p=2,s,UT,UT,y,2016,2016,c-t-p,2,Republican,18560,9091652.76
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NC&y=2012&c-t-p=1,s,NC,NC,y,2012,2012,c-t-p,1,Democratic,11597,9067601.75
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WA&y=2010&c-t-p=2,s,WA,WA,y,2010,2010,c-t-p,2,Republican,10898,9056631.54
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=VA&y=2012&c-t-p=1,s,VA,VA,y,2012,2012,c-t-p,1,Democratic,22442,8987652.77
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2010&c-t-p=1,s,SC,SC,y,2010,2010,c-t-p,1,Democratic,8704,8856845.19
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2010&c-t-p=2,s,AL,AL,y,2010,2010,c-t-p,2,Republican,9621,8855258.35
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2014&c-t-p=2,s,KS,KS,y,2014,2014,c-t-p,2,Republican,7367,8713397.47
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2012&c-t-p=2,s,OK,OK,y,2012,2012,c-t-p,2,Republican,8343,8700221.24
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NC&y=2010&c-t-p=1,s,NC,NC,y,2010,2010,c-t-p,1,Democratic,9135,8674618.43
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=GA&y=2018&c-t-p=2,s,GA,GA,y,2018,2018,c-t-p,2,Republican,7076,8656642.19
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2016&c-t-p=2,s,KS,KS,y,2016,2016,c-t-p,2,Republican,6322,8640402.53
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=LA&y=2018&c-t-p=2,s,LA,LA,y,2018,2018,c-t-p,2,Republican,5886,8631617.76
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2012&c-t-p=2,s,AR,AR,y,2012,2012,c-t-p,2,Republican,8534,8590126.46
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WA&y=2014&c-t-p=2,s,WA,WA,y,2014,2014,c-t-p,2,Republican,8831,8480585.70
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MN&y=2018&c-t-p=1,s,MN,MN,y,2018,2018,c-t-p,1,Democratic,42652,8469149.25
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2012&c-t-p=1,s,OR,OR,y,2012,2012,c-t-p,1,Democratic,8923,8372288.83
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2010&c-t-p=1,s,MO,MO,y,2010,2010,c-t-p,1,Democratic,8938,8211979.53
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2012&c-t-p=2,s,SC,SC,y,2012,2012,c-t-p,2,Republican,8760,8181322.01
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2018&c-t-p=1,s,CO,CO,y,2018,2018,c-t-p,1,Democratic,10684,8150214.20
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2014&c-t-p=2,s,IA,IA,y,2014,2014,c-t-p,2,Republican,8851,8124428.85
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2016&c-t-p=1,s,NV,NV,y,2016,2016,c-t-p,1,Democratic,9857,8055159.80
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2016&c-t-p=2,s,KY,KY,y,2016,2016,c-t-p,2,Republican,6592,7950154.34
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=GA&y=2010&c-t-p=1,s,GA,GA,y,2010,2010,c-t-p,1,Democratic,7682,7930162.02
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2018&c-t-p=2,s,OK,OK,y,2018,2018,c-t-p,2,Republican,4876,7917378.62
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2018&c-t-p=2,s,AL,AL,y,2018,2018,c-t-p,2,Republican,5313,7906433.33
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CT&y=2016&c-t-p=1,s,CT,CT,y,2016,2016,c-t-p,1,Democratic,8283,7808264.54
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2014&c-t-p=2,s,UT,UT,y,2014,2014,c-t-p,2,Republican,14783,7784169.75
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WA&y=2016&c-t-p=2,s,WA,WA,y,2016,2016,c-t-p,2,Republican,7523,7777453.65
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2018&c-t-p=1,s,IA,IA,y,2018,2018,c-t-p,1,Democratic,12335,7745294.90
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2016&c-t-p=1,s,IA,IA,y,2016,2016,c-t-p,1,Democratic,14025,7720825.77
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2014&c-t-p=2,s,MO,MO,y,2014,2014,c-t-p,2,Republican,6193,7681261.72
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CT&y=2010&c-t-p=2,s,CT,CT,y,2010,2010,c-t-p,2,Republican,6669,7678700.98
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2016&c-t-p=2,s,AL,AL,y,2016,2016,c-t-p,2,Republican,5980,7636675.55
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2014&c-t-p=2,s,OK,OK,y,2014,2014,c-t-p,2,Republican,5845,7594344.61
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=GA&y=2012&c-t-p=1,s,GA,GA,y,2012,2012,c-t-p,1,Democratic,6030,7584720.63
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WI&y=2018&c-t-p=2,s,WI,WI,y,2018,2018,c-t-p,2,Republican,6845,7425566.92
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=GA&y=2014&c-t-p=1,s,GA,GA,y,2014,2014,c-t-p,1,Democratic,5775,7424316.94
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2010&c-t-p=2,s,KY,KY,y,2010,2010,c-t-p,2,Republican,7352,7383776.65
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2014&c-t-p=2,s,KY,KY,y,2014,2014,c-t-p,2,Republican,5982,7350212.18
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2016&c-t-p=2,s,OK,OK,y,2016,2016,c-t-p,2,Republican,5426,7331114.85
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2010&c-t-p=2,s,CO,CO,y,2010,2010,c-t-p,2,Republican,12175,7287640.13
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2018&c-t-p=1,s,NM,NM,y,2018,2018,c-t-p,1,Democratic,10238,7194313.53
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2018&c-t-p=2,s,KY,KY,y,2018,2018,c-t-p,2,Republican,5381,7176768.64
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=PA&y=2018&c-t-p=2,s,PA,PA,y,2018,2018,c-t-p,2,Republican,6151,7077462.72
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2010&c-t-p=1,s,AR,AR,y,2010,2010,c-t-p,1,Democratic,8185,7031534.08
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WI&y=2010&c-t-p=1,s,WI,WI,y,2010,2010,c-t-p,1,Democratic,18873,6940250.84
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OK&y=2010&c-t-p=2,s,OK,OK,y,2010,2010,c-t-p,2,Republican,7671,6914868.25
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2016&c-t-p=2,s,SC,SC,y,2016,2016,c-t-p,2,Republican,6708,6773967.27
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AZ&y=2018&c-t-p=2,s,AZ,AZ,y,2018,2018,c-t-p,2,Republican,5779,6741796.47
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2014&c-t-p=2,s,MT,MT,y,2014,2014,c-t-p,2,Republican,7302,6712656.37
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NC&y=2018&c-t-p=1,s,NC,NC,y,2018,2018,c-t-p,1,Democratic,8241,6662484.39
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NJ&y=2018&c-t-p=2,s,NJ,NJ,y,2018,2018,c-t-p,2,Republican,4131,6657958.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2016&c-t-p=2,s,NV,NV,y,2016,2016,c-t-p,2,Republican,6219,6601458.61
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IN&y=2010&c-t-p=1,s,IN,IN,y,2010,2010,c-t-p,1,Democratic,7526,6594946.90
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2017&c-t-p=1,s,MT,MT,y,2017,2017,c-t-p,1,Democratic,20242,6587469.25
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WI&y=2016&c-t-p=1,s,WI,WI,y,2016,2016,c-t-p,1,Democratic,10259,6534496.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2012&c-t-p=2,s,KS,KS,y,2012,2012,c-t-p,2,Republican,5498,6511327.43
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2010&c-t-p=2,s,MA,MA,y,2010,2010,c-t-p,2,Republican,7237,6408144.24
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2016&c-t-p=2,s,MT,MT,y,2016,2016,c-t-p,2,Republican,18477,6376461.90
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2009&c-t-p=1,s,CA,CA,y,2009,2009,c-t-p,1,Democratic,5903,6369843.33
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2016&c-t-p=2,s,CO,CO,y,2016,2016,c-t-p,2,Republican,6064,6366254.69
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=TN&y=2010&c-t-p=1,s,TN,TN,y,2010,2010,c-t-p,1,Democratic,7349,6272000.23
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2014&c-t-p=2,s,WV,WV,y,2014,2014,c-t-p,2,Republican,5944,6212587.67
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NC&y=2014&c-t-p=1,s,NC,NC,y,2014,2014,c-t-p,1,Democratic,10201,6191826.34
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OH&y=2014&c-t-p=1,s,OH,OH,y,2014,2014,c-t-p,1,Democratic,6649,6168538.07
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2010&c-t-p=1,s,OR,OR,y,2010,2010,c-t-p,1,Democratic,5732,6063750.79
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IN&y=2018&c-t-p=1,s,IN,IN,y,2018,2018,c-t-p,1,Democratic,8142,6029083.35
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2018&c-t-p=1,s,KY,KY,y,2018,2018,c-t-p,1,Democratic,8883,5985950.24
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2012&c-t-p=2,s,UT,UT,y,2012,2012,c-t-p,2,Republican,4481,5966707.91
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WI&y=2014&c-t-p=1,s,WI,WI,y,2014,2014,c-t-p,1,Democratic,11021,5923353.57
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2014&c-t-p=2,s,AR,AR,y,2014,2014,c-t-p,2,Republican,6276,5846454.66
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2010&c-t-p=1,s,NM,NM,y,2010,2010,c-t-p,1,Democratic,7531,5830818.59
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2018&c-t-p=1,s,NH,NH,y,2018,2018,c-t-p,1,Democratic,12944,5823404.66
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2016&c-t-p=2,s,IA,IA,y,2016,2016,c-t-p,2,Republican,5367,5700206.30
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2010&c-t-p=2,s,AR,AR,y,2010,2010,c-t-p,2,Republican,5960,5663364.60
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2010&c-t-p=2,s,OR,OR,y,2010,2010,c-t-p,2,Republican,6497,5659614.60
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2016&c-t-p=1,s,OR,OR,y,2016,2016,c-t-p,1,Democratic,6207,5651504.58
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2014&c-t-p=1,s,NH,NH,y,2014,2014,c-t-p,1,Democratic,9598,5574441.31
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2010&c-t-p=2,s,IA,IA,y,2010,2010,c-t-p,2,Republican,6558,5538070.14
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CO&y=2018&c-t-p=2,s,CO,CO,y,2018,2018,c-t-p,2,Republican,4565,5500232.97
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2018&c-t-p=1,s,OR,OR,y,2018,2018,c-t-p,1,Democratic,6248,5493667.70
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2014&c-t-p=1,s,HI,HI,y,2014,2014,c-t-p,1,Democratic,6966,5452462.44
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2014&c-t-p=1,s,OR,OR,y,2014,2014,c-t-p,1,Democratic,5050,5416398.72
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IN&y=2012&c-t-p=1,s,IN,IN,y,2012,2012,c-t-p,1,Democratic,7849,5393283.83
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2012&c-t-p=2,s,OR,OR,y,2012,2012,c-t-p,2,Republican,6502,5367567.13
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MT&y=2017&c-t-p=2,s,MT,MT,y,2017,2017,c-t-p,2,Republican,3169,5346007.33
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AL&y=2010&c-t-p=1,s,AL,AL,y,2010,2010,c-t-p,1,Democratic,6000,5307024.72
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KS&y=2018&c-t-p=2,s,KS,KS,y,2018,2018,c-t-p,2,Republican,3206,5264487.02
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2010&c-t-p=2,s,WV,WV,y,2010,2010,c-t-p,2,Republican,4077,5240074.43
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CA&y=2017&c-t-p=1,s,CA,CA,y,2017,2017,c-t-p,1,Democratic,5401,5222148.73
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2012&c-t-p=2,s,WV,WV,y,2012,2012,c-t-p,2,Republican,4970,5140633.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2018&c-t-p=2,s,AR,AR,y,2018,2018,c-t-p,2,Republican,4865,5138532.80
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2014&c-t-p=2,s,NE,NE,y,2014,2014,c-t-p,2,Republican,4484,5104355.95
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2014&c-t-p=1,s,WV,WV,y,2014,2014,c-t-p,1,Democratic,4949,5094489.66
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2010&c-t-p=2,s,NH,NH,y,2010,2010,c-t-p,2,Republican,3825,5088635.33
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2018&c-t-p=2,s,SC,SC,y,2018,2018,c-t-p,2,Republican,3648,5079166.41
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2014&c-t-p=2,s,SC,SC,y,2014,2014,c-t-p,2,Republican,4460,5053128.64
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2010&c-t-p=1,s,IA,IA,y,2010,2010,c-t-p,1,Democratic,7438,4987859.08
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=HI&y=2012&c-t-p=1,s,HI,HI,y,2012,2012,c-t-p,1,Democratic,5041,4950008.32
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2012&c-t-p=1,s,NH,NH,y,2012,2012,c-t-p,1,Democratic,9035,4938545.58
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2012&c-t-p=2,s,NV,NV,y,2012,2012,c-t-p,2,Republican,4258,4885358.56
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=UT&y=2018&c-t-p=2,s,UT,UT,y,2018,2018,c-t-p,2,Republican,7160,4783020.94
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2010&c-t-p=1,s,NV,NV,y,2010,2010,c-t-p,1,Democratic,4939,4756530.03
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2016&c-t-p=1,s,NH,NH,y,2016,2016,c-t-p,1,Democratic,10176,4673096.45
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=CT&y=2018&c-t-p=1,s,CT,CT,y,2018,2018,c-t-p,1,Democratic,5167,4607018.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2012&c-t-p=1,s,NM,NM,y,2012,2012,c-t-p,1,Democratic,6987,4604842.84
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2010&c-t-p=1,s,NH,NH,y,2010,2010,c-t-p,1,Democratic,7490,4581504.33
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=AR&y=2016&c-t-p=2,s,AR,AR,y,2016,2016,c-t-p,2,Republican,4835,4551910.98
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2010&c-t-p=2,s,NM,NM,y,2010,2010,c-t-p,2,Republican,6188,4527566.58
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2009&c-t-p=1,s,NY,NY,y,2009,2009,c-t-p,1,Democratic,3416,4517973.37
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OH&y=2016&c-t-p=1,s,OH,OH,y,2016,2016,c-t-p,1,Democratic,4099,4510440.71
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IN&y=2016&c-t-p=1,s,IN,IN,y,2016,2016,c-t-p,1,Democratic,7076,4485676.14
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IA&y=2018&c-t-p=2,s,IA,IA,y,2018,2018,c-t-p,2,Republican,2801,4429083.88
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2013&c-t-p=2,s,SC,SC,y,2013,2013,c-t-p,2,Republican,2452,4397424.20
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2014&c-t-p=2,s,OR,OR,y,2014,2014,c-t-p,2,Republican,4556,4356363.91
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MO&y=2012&c-t-p=1,s,MO,MO,y,2012,2012,c-t-p,1,Democratic,4560,4322358.15
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NM&y=2016&c-t-p=1,s,NM,NM,y,2016,2016,c-t-p,1,Democratic,4462,4309178.84
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2018&c-t-p=2,s,OR,OR,y,2018,2018,c-t-p,2,Republican,2922,4295769.46
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NC&y=2016&c-t-p=1,s,NC,NC,y,2016,2016,c-t-p,1,Democratic,4968,4268635.78
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2010&c-t-p=1,s,MS,MS,y,2010,2010,c-t-p,1,Democratic,3837,4264990.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MD&y=2010&c-t-p=2,s,MD,MD,y,2010,2010,c-t-p,2,Republican,5750,4216100.56
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2012&c-t-p=1,s,NV,NV,y,2012,2012,c-t-p,1,Democratic,4806,4189912.72
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2014&c-t-p=1,s,NV,NV,y,2014,2014,c-t-p,1,Democratic,4746,4175140.36
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=SC&y=2012&c-t-p=1,s,SC,SC,y,2012,2012,c-t-p,1,Democratic,3879,4169452.62
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2012&c-t-p=2,s,MA,MA,y,2012,2012,c-t-p,2,Republican,5518,4166991.97
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2018&c-t-p=2,s,WV,WV,y,2018,2018,c-t-p,2,Republican,3116,4131160.52
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2016&c-t-p=1,s,ME,ME,y,2016,2016,c-t-p,1,Democratic,8992,4085349.06
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2015&c-t-p=2,s,MS,MS,y,2015,2015,c-t-p,2,Republican,2233,4060777.64
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2012&c-t-p=2,s,NE,NE,y,2012,2012,c-t-p,2,Republican,4252,4057199.91
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NH&y=2012&c-t-p=2,s,NH,NH,y,2012,2012,c-t-p,2,Republican,3415,4024168.70
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MA&y=2013&c-t-p=1,s,MA,MA,y,2013,2013,c-t-p,1,Democratic,6133,3989453.75
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MD&y=2016&c-t-p=2,s,MD,MD,y,2016,2016,c-t-p,2,Republican,3695,3988086.20
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NY&y=2018&c-t-p=3,s,NY,NY,y,2018,2018,c-t-p,3,Third-Party,1967,3987679.73
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=GA&y=2016&c-t-p=1,s,GA,GA,y,2016,2016,c-t-p,1,Democratic,2676,3963948.35
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2014&c-t-p=2,s,MS,MS,y,2014,2014,c-t-p,2,Republican,2954,3944399.99
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ID&y=2014&c-t-p=2,s,ID,ID,y,2014,2014,c-t-p,2,Republican,5505,3932731.96
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2010&c-t-p=2,s,NV,NV,y,2010,2010,c-t-p,2,Republican,3002,3930881.06
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NV&y=2014&c-t-p=2,s,NV,NV,y,2014,2014,c-t-p,2,Republican,3566,3904087.27
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MS&y=2010&c-t-p=2,s,MS,MS,y,2010,2010,c-t-p,2,Republican,3872,3877186.64
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2018&c-t-p=2,s,NE,NE,y,2018,2018,c-t-p,2,Republican,2904,3826106.97
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=MD&y=2012&c-t-p=2,s,MD,MD,y,2012,2012,c-t-p,2,Republican,4732,3812367.21
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=NE&y=2016&c-t-p=2,s,NE,NE,y,2016,2016,c-t-p,2,Republican,3586,3685059.91
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=IL&y=2009&c-t-p=1,s,IL,IL,y,2009,2009,c-t-p,1,Democratic,5172,3682900.24
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=ME&y=2016&c-t-p=2,s,ME,ME,y,2016,2016,c-t-p,2,Republican,3324,3674050.04
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=OR&y=2016&c-t-p=2,s,OR,OR,y,2016,2016,c-t-p,2,Republican,2946,3660931.77
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=WV&y=2016&c-t-p=2,s,WV,WV,y,2016,2016,c-t-p,2,Republican,3470,3651074.05
dt=1&f-fc=1&c-exi=1&c-r-ot=L&s=KY&y=2010&c-t-p=1,s,KY,KY,y,2010,2010,c-t-p,1,Democratic,3923,3633811.12
